station,region,lat_req,lon_req,lat_actual,lon_actual,date,sst_c
인천,서해,37.4519,126.5922,37.5000,126.5000,1891-08-16 12:00:00.000000000,25.0637
인천,서해,37.4519,126.5922,37.5000,126.5000,1891-09-16 00:00:00.000000000,23.0611
인천,서해,37.4519,126.5922,37.5000,126.5000,1891-10-16 12:00:00.000000000,19.3670
인천,서해,37.4519,126.5922,37.5000,126.5000,1891-11-16 00:00:00.000000000,14.5845
인천,서해,37.4519,126.5922,37.5000,126.5000,1891-12-16 12:00:00.000000000,9.9094
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-01-16 12:00:00.000000000,6.8744
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-02-15 12:00:00.000000000,5.9072
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-03-16 12:00:00.000000000,6.3486
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-04-16 00:00:00.000000000,8.4760
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-05-16 12:00:00.000000000,12.7605
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-06-16 00:00:00.000000000,18.0267
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-07-16 12:00:00.000000000,22.4088
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-08-16 12:00:00.000000000,25.9017
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-09-16 00:00:00.000000000,22.8011
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-10-16 12:00:00.000000000,18.9120
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-11-16 00:00:00.000000000,14.0495
인천,서해,37.4519,126.5922,37.5000,126.5000,1892-12-16 12:00:00.000000000,9.5874
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-01-16 12:00:00.000000000,6.5574
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-02-15 00:00:00.000000000,5.5202
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-03-16 12:00:00.000000000,7.1776
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-04-16 00:00:00.000000000,9.5310
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-05-16 12:00:00.000000000,13.9225
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-06-16 00:00:00.000000000,18.7537
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-07-16 12:00:00.000000000,23.0768
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-08-16 12:00:00.000000000,25.8617
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-09-16 00:00:00.000000000,23.2931
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-10-16 12:00:00.000000000,19.1830
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-11-16 00:00:00.000000000,14.5605
인천,서해,37.4519,126.5922,37.5000,126.5000,1893-12-16 12:00:00.000000000,10.2134
