note,note_line,ref,source,old,new,status,note_class
models/EFDC/source-analysis/efdc_ice.md,108,calexp2t.f90:1014-1019,EFDC/calexp2t.f90,1014-1019,1023-1028,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_ice.md,114,Transport/calconc.f90:467-471,EFDC/Transport/calconc.f90,467-471,479-483,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_ice.md,120,Transport/mod_heat.f90:1480-1490,EFDC/Transport/mod_heat.f90,1480-1490,1478-1488,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_ice.md,128,input.f90:7000-7031,EFDC/input.f90,7000-7031,7152-7182,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_ice.md,130,mod_scaninp.f90:839-855,EFDC/mod_scaninp.f90,839-855,839-855,IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_ice.md,131,mod_heat.f90:251-263,EFDC/Transport/mod_heat.f90,251-263,251-263,IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_ice.md,133,varalloc.f90:1386-1400,EFDC/varalloc.f90,1386-1400,1386-1399,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,24,hdmt.f90:772,EFDC/hdmt.f90,772,772,IDENTICAL,-
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,24,hdmt2t.f90:650,EFDC/hdmt2t.f90,650,650,IDENTICAL,-
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,33,calexp.f90:1366,EFDC/calexp.f90,1366,1309,MOVED,-
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,70,hdmt.f90:598,EFDC/hdmt.f90,598,598,IDENTICAL,-
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,70,hdmt2t.f90:537,EFDC/hdmt2t.f90,537,537,IDENTICAL,-
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,76,calexp.f90:1375,EFDC/calexp.f90,1375,1318,MOVED,-
models/EFDC/source-analysis/efdc_linkages.md,23,input.f90:264,EFDC/input.f90,264,269,MOVED,-
models/EFDC/source-analysis/efdc_linkages.md,25,hdmt2t.f90:1055,EFDC/hdmt2t.f90,1055,1059,MOVED,-
models/EFDC/source-analysis/efdc_linkages.md,26,input.f90:292,EFDC/input.f90,292,297,MOVED,-
models/EFDC/source-analysis/efdc_linkages.md,31,hdmt.f90:1373,EFDC/hdmt.f90,1373,1373,IDENTICAL,-
models/EFDC/source-analysis/efdc_linkages.md,36,hdmt.f90:1574,EFDC/hdmt.f90,1574,1574,IDENTICAL,-
models/EFDC/source-analysis/efdc_mpi_decomposition.md,27,"calpuv9c.f90:31, 693-850",EFDC/calpuv9c.f90,"31,693-850","31,693-850",IDENTICAL,-
models/EFDC/source-analysis/efdc_mpi_decomposition.md,99,calpuv9c.f90:31,EFDC/calpuv9c.f90,31,31,IDENTICAL,-
models/EFDC/source-analysis/efdc_mpi_decomposition.md,124,aaefdc.f90:3156-3159,EFDC/aaefdc.f90,3156-3159,3158-3161,MOVED,-
models/EFDC/source-analysis/efdc_rpem_vegetation.md,21,mod_wq.f90:361,EFDC/Eutrophication/mod_wq.f90,361,361,IDENTICAL,-
models/EFDC/source-analysis/efdc_sediment_diagenesis.md,21,mod_diagen.f90:9-1031,EFDC/Eutrophication/mod_diagen.f90,9-1031,9-1029,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_surface_forcing.md,62,calpuv9c.f90:1332,EFDC/calpuv9c.f90,1332,1332,IDENTICAL,-
models/EFDC/source-analysis/efdc_surface_forcing.md,65,"calpuv2c.f90:224,226",EFDC/calpuv2c.f90,"224,226","224,226",IDENTICAL,-
models/EFDC/source-analysis/efdc_surface_forcing.md,66,calexp.f90:1383-1384,EFDC/calexp.f90,1383-1384,1326-1327,MOVED,-
models/EFDC/source-analysis/efdc_transport_scheme.md,28,calconc.f90:115-127,EFDC/Transport/calconc.f90,115-127,113-121,REANCHOR_REQUIRED,UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_transport_scheme.md,65,input.f90:306,EFDC/input.f90,306,310-312,REANCHOR_REQUIRED,UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_turbulence.md,21,"mod_var_global.f90:1003, 1091, 1103, 1105-1107",EFDC/mod_var_global.f90,"1003,1091,1103,1105-1107","1004,1092,1104,1106-1108",MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,22,input.f90:621-685,EFDC/input.f90,621-685,643-708,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,23,"hdmt.f90:1274, 1283",EFDC/hdmt.f90,"1274,1283","1274,1283",IDENTICAL,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,23,"hdmt2t.f90:533-579, 875-964, 989",EFDC/hdmt2t.f90,"533-579,875-964,989","533-579,879-968,993",MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,30,"hdmt.f90:1274, 1283",EFDC/hdmt.f90,"1274,1283","1274,1283",IDENTICAL,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,31,"hdmt2t.f90:533, 577, 989",EFDC/hdmt2t.f90,"533,577,989","533,577,993",MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,32,hdmt2t.f90:535-579,EFDC/hdmt2t.f90,535-579,535-579,IDENTICAL,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,67,input.f90:621-633,EFDC/input.f90,621-633,643-652,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,82,aaefdc.f90:1517-1528,EFDC/aaefdc.f90,1517-1528,1519-1530,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,96,mod_var_global.f90:1091,EFDC/mod_var_global.f90,1091,1092,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,107,input.f90:641-661,EFDC/input.f90,641-661,664-681,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,115,input.f90:666-685,EFDC/input.f90,666-685,689-708,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,119,hdmt2t.f90:535-579,EFDC/hdmt2t.f90,535-579,535-579,IDENTICAL,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,135,hdmt2t.f90:875-889,EFDC/hdmt2t.f90,875-889,879-893,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_turbulence.md,172,aaefdc.f90:1517-1528,EFDC/aaefdc.f90,1517-1528,1519-1530,MOVED,REVIEW_ONLY
models/EFDC/source-analysis/efdc_vertical.md,19,"mod_var_global.f90:221, 236",EFDC/mod_var_global.f90,"221,236","221,236",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,20,"input.f90:145, 264, 516, 531",EFDC/input.f90,"145,264,516,531","150,269,538,553",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,21,"aaefdc.f90:1294, 1308, 1323, 1332, 1341, 1435, 1443, 1448, 1492, 1497, 2382, 2592, 2610, 2820, 2944",EFDC/aaefdc.f90,"1294,1308,1323,1332,1341,1435,1443,1448,1492,1497,2382,2592,2610,2820,2944","1295,1310,1325,1334,1343,1437,1445,1450,1494,1499,2384,2594,2612,2822,2946",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,22,"varalloc.f90:1276, 1319",EFDC/varalloc.f90,"1276,1319","1276,1319",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,24,"calexp.f90:243-406, 1152, 1169-1265",EFDC/calexp.f90,"243-406,1152,1169-1265","243-406,1152,1169-1222",REANCHOR_REQUIRED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,26,"calpuv9c.f90:1221, 1268, 1585",EFDC/calpuv9c.f90,"1221,1268,1585","1221,1268,1585",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,30,mod_var_global.f90:221,EFDC/mod_var_global.f90,221,221,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,30,input.f90:516,EFDC/input.f90,516,538,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,31,input.f90:531,EFDC/input.f90,531,553,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,31,aaefdc.f90:1294,EFDC/aaefdc.f90,1294,1295,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,32,varalloc.f90:1319,EFDC/varalloc.f90,1319,1319,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,33,"aaefdc.f90:1435, 1443",EFDC/aaefdc.f90,"1435,1443","1437,1445",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,34,"aaefdc.f90:1492, 1497",EFDC/aaefdc.f90,"1492,1497","1494,1499",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,38,mod_var_global.f90:236,EFDC/mod_var_global.f90,236,236,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,38,aaefdc.f90:1323,EFDC/aaefdc.f90,1323,1325,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,40,input.f90:145,EFDC/input.f90,145,150,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,41,varalloc.f90:1276,EFDC/varalloc.f90,1276,1276,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,42,aaefdc.f90:1332,EFDC/aaefdc.f90,1332,1334,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,45,aaefdc.f90:1448,EFDC/aaefdc.f90,1448,1450,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,46,"aaefdc.f90:2382, 2592",EFDC/aaefdc.f90,"2382,2592","2384,2594",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,72,input.f90:264,EFDC/input.f90,264,269,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,74,calexp.f90:1169,EFDC/calexp.f90,1169,1169,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,75,calexp.f90:1187,EFDC/calexp.f90,1187,1187,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,80,calexp.f90:1207,EFDC/calexp.f90,1207,1205-1208,REANCHOR_REQUIRED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,81,calexp.f90:1225,EFDC/calexp.f90,1225,1220-1222,REANCHOR_REQUIRED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,82,calexp.f90:1265,EFDC/calexp.f90,1265,1220-1222,REANCHOR_REQUIRED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,89,aaefdc.f90:2610,EFDC/aaefdc.f90,2610,2612,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,90,aaefdc.f90:2944,EFDC/aaefdc.f90,2944,2946,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,90,calpuv9c.f90:1221,EFDC/calpuv9c.f90,1221,1221,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,91,calpuv9c.f90:1268,EFDC/calpuv9c.f90,1268,1268,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,92,calpuv9c.f90:1585,EFDC/calpuv9c.f90,1585,1585,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,100,"aaefdc.f90:1448, 1458",EFDC/aaefdc.f90,"1448,1458","1450,1460",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_vertical.md,101,aaefdc.f90:2820,EFDC/aaefdc.f90,2820,2822,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,19,Eutrophication/mod_wq.f90:9-5083,EFDC/Eutrophication/mod_wq.f90,9-5083,9-5083,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,20,Eutrophication/mod_wq_vars.f90:28-118,EFDC/Eutrophication/mod_wq_vars.f90,28-118,28-118,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,22,Eutrophication/mod_biota.f90:57-444,EFDC/Eutrophication/mod_biota.f90,57-444,57-444,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,24,"aaefdc.f90:126, 3086",EFDC/aaefdc.f90,"126,3086","126,3088",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,25,hdmt.f90:1021,EFDC/hdmt.f90,1021,1021,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,25,hdmt2t.f90:734,EFDC/hdmt2t.f90,734,734,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,26,"mod_scaninp.f90:1631-1697, 1875-1890",EFDC/mod_scaninp.f90,"1631-1697,1875-1890","1631-1697,1875-1890",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,27,"Transport/calconc.f90:188, 213, 467-490",EFDC/Transport/calconc.f90,"188,213,467-490","191,224,479-507",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,29,SedTran-Original/ssedtox.f90:9-31,EFDC/SedTran-Original/ssedtox.f90,9-31,9-31,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,43,"mod_wq.f90:9, 34",EFDC/Eutrophication/mod_wq.f90,"9,34","9,34",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,45,"aaefdc.f90:126, 3086",EFDC/aaefdc.f90,"126,3086","126,3088",MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,47,"hdmt.f90:35, 1021",EFDC/hdmt.f90,"35,1021","35,1021",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,47,"hdmt2t.f90:37, 734",EFDC/hdmt2t.f90,"37,734","37,734",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,49,mod_wq.f90:333-358,EFDC/Eutrophication/mod_wq.f90,333-358,333-358,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,63,mod_scaninp.f90:1631,EFDC/mod_scaninp.f90,1631,1631,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,67,mod_wq.f90:741,EFDC/Eutrophication/mod_wq.f90,741,741,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,71,"mod_scaninp.f90:1875, 1890",EFDC/mod_scaninp.f90,"1875,1890","1875,1890",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,73,"mod_wq.f90:2968, 4568, 4624",EFDC/Eutrophication/mod_wq.f90,"2968,4568,4624","2968,4568,4624",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,77,"mod_wq.f90:2875, 2884",EFDC/Eutrophication/mod_wq.f90,"2875,2884","2875,2884",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,100,mod_diagen.f90:9,EFDC/Eutrophication/mod_diagen.f90,9,9,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,102,mod_wq.f90:585,EFDC/Eutrophication/mod_wq.f90,585,585,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,102,mod_diagen.f90:160,EFDC/Eutrophication/mod_diagen.f90,160,160,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,104,mod_wq.f90:351,EFDC/Eutrophication/mod_wq.f90,351,351,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,104,mod_diagen.f90:674,EFDC/Eutrophication/mod_diagen.f90,674,672,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,106,mod_diagen.f90:164-277,EFDC/Eutrophication/mod_diagen.f90,164-277,164-276,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,121,mod_wq_vars.f90:118,EFDC/Eutrophication/mod_wq_vars.f90,118,118,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,121,mod_wq.f90:208,EFDC/Eutrophication/mod_wq.f90,208,208,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,123,"mod_wq.f90:268, 284",EFDC/Eutrophication/mod_wq.f90,"268,284","268,284",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,132,Transport/calconc.f90:188,EFDC/Transport/calconc.f90,188,191,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,134,Transport/calconc.f90:213,EFDC/Transport/calconc.f90,213,224,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,138,"SedTran-Original/ssedtox.f90:9, 31",EFDC/SedTran-Original/ssedtox.f90,"9,31","9,31",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,140,mod_wq.f90:4934,EFDC/Eutrophication/mod_wq.f90,4934,4934,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,144,mod_wq.f90:779,EFDC/Eutrophication/mod_wq.f90,779,779,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,161,mod_biota.f90:57,EFDC/Eutrophication/mod_biota.f90,57,57,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,163,mod_wq.f90:1266,EFDC/Eutrophication/mod_wq.f90,1266,1266,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,164,mod_diagen.f90:160,EFDC/Eutrophication/mod_diagen.f90,160,160,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,165,"mod_wq.f90:1707, 1756",EFDC/Eutrophication/mod_wq.f90,"1707,1756","1707,1756",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,170,mod_wq.f90:396-472,EFDC/Eutrophication/mod_wq.f90,396-472,396-472,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,173,mod_wq_vars.f90:77,EFDC/Eutrophication/mod_wq_vars.f90,77,77,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_water_quality.md,178,mod_wq.f90:1219,EFDC/Eutrophication/mod_wq.f90,1219,1219,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/efdc_wetdry.md,19,"input.f90:264-293, 548-570",EFDC/input.f90,"264-293,548-570","269-298,570-592",MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,20,"mod_var_global.f90:60, 841, 1048, 1053",EFDC/mod_var_global.f90,"60,841,1048,1053","60,841,1049,1054",MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,23,"calexp.f90:750, 1104",EFDC/calexp.f90,"750,1104","750,1104",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,31,input.f90:264,EFDC/input.f90,264,269,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,34,mod_var_global.f90:841,EFDC/mod_var_global.f90,841,841,IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,40,"calexp.f90:750, 1104",EFDC/calexp.f90,"750,1104","750,1104",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,45,input.f90:548-570,EFDC/input.f90,548-570,570-592,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,47,mod_var_global.f90:1048,EFDC/mod_var_global.f90,1048,1049,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,47,"calpuv9c.f90:899, 935",EFDC/calpuv9c.f90,"899,935","899,935",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,48,mod_var_global.f90:1053,EFDC/mod_var_global.f90,1053,1054,MOVED,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,50,"calpuv9c.f90:905, 912",EFDC/calpuv9c.f90,"905,912","905,912",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,57,"calpuv9c.f90:1656, 1768",EFDC/calpuv9c.f90,"1656,1768","1656,1768",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,64,"calpuv9c.f90:1277, 1284, 1292, 1300",EFDC/calpuv9c.f90,"1277,1284,1292,1300","1277,1284,1292,1300",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,70,calexp.f90:750,EFDC/calexp.f90,750,750,IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,71,"calpuv9c.f90:1462, 1521, 1843",EFDC/calpuv9c.f90,"1462,1521,1843","1462,1521,1843",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,78,mod_var_global.f90:72,EFDC/mod_var_global.f90,72,72,IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,89,"calpuv9c.f90:607, 609",EFDC/calpuv9c.f90,"607,609","607,609",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,103,calpuv9c.f90:1466,EFDC/calpuv9c.f90,1466,1466,IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,111,"calpuv9c.f90:827, 829, 837",EFDC/calpuv9c.f90,"827,829,837","827,829,837",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,121,"calpuv9c.f90:138, 146",EFDC/calpuv9c.f90,"138,146","138,146",IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/efdc_wetdry.md,129,calpuv9c.f90:752,EFDC/calpuv9c.f90,752,752,IDENTICAL,NO_ACTION/REVIEW_ONLY
models/EFDC/source-analysis/sediment/efdc_sediment.md,19,"mod_scaninp.f90:381, 407",EFDC/mod_scaninp.f90,"381,407","381,407",IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,20,varalloc.f90:843-1156,EFDC/varalloc.f90,843-1156,843-1156,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,21,SedTran-Original/ssedtox.f90:868-1287,EFDC/SedTran-Original/ssedtox.f90,868-1287,863-1278,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,25,Transport/calconc.f90:188-517,EFDC/Transport/calconc.f90,188-517,191-534,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,26,varinit.f90:319-340,EFDC/varinit.f90,319-340,319-340,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,33,mod_scaninp.f90:381,EFDC/mod_scaninp.f90,381,381,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,35,varalloc.f90:843,EFDC/varalloc.f90,843,843,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,43,SedTran-Original/ssedtox.f90:868-872,EFDC/SedTran-Original/ssedtox.f90,868-872,863-867,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,53,varalloc.f90:1119-1156,EFDC/varalloc.f90,1119-1156,1119-1156,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,166,Transport/calconc.f90:491-504,EFDC/Transport/calconc.f90,491-504,508-521,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,170,SedTran-Original/ssedtox.f90:1117-1128,EFDC/SedTran-Original/ssedtox.f90,1117-1128,1108-1119,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,178,hdmt2t.f90:409-428,EFDC/hdmt2t.f90,409-428,409-428,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,192,Transport/calconc.f90:250-255,EFDC/Transport/calconc.f90,250-255,262-267,MOVED,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,202,varinit.f90:319-328,EFDC/varinit.f90,319-328,319-328,IDENTICAL,REVIEW_ONLY/UPDATE_REQUIRED
models/EFDC/source-analysis/sediment/efdc_sediment.md,205,Transport/calconc.f90:188-193,EFDC/Transport/calconc.f90,188-193,191-205,REANCHOR_REQUIRED,REVIEW_ONLY/UPDATE_REQUIRED
